,Model,Coherence,Diversity
0,baseline_gsdmm,0.34232322686930833,1.0
1,baseline_lda,0.3193620355824957,1.0
2,log_gsdmm,0.44092786418853047,1.0
3,log_lda,0.35919559785834737,1.0
4,bdc_gsdmm,0.47312173215991604,1.0
5,bdc_lda,0.31549478520644436,1.0
6,log_bdc_gsdmm,0.5771354139023422,1.0
7,log_bdc_lda,0.31384497477662104,1.0
8,bertopic_minilm,0.5663441437775213,0.88
9,bertopic_mpnet,0.40946367573376535,0.92
10,bertopic_distl_roberta,0.41415652269178926,0.88
