,Model,Coherence,Diversity
0,baseline_gsdmm,0.34396611387606546,1.0
1,baseline_lda,0.32297556025879837,1.0
2,log_gsdmm,0.45865416346684257,1.0
3,log_lda,0.39514700559026095,1.0
4,bdc_gsdmm,0.4404424647404886,1.0
5,bdc_lda,0.45206436559340124,1.0
6,log_bdc_gsdmm,0.5946081726157575,1.0
7,log_bdc_lda,0.29474140627687123,1.0
8,bertopic_minilm,0.5748794715163851,0.88
9,bertopic_mpnet,0.5056442107145621,0.88
10,bertopic_distl_roberta,0.27603829512725087,1.0
